Score,Steps,Bombs_placed,Invalid_moves,Epsilon
4,123,14,3,0.01
3,94,10,8,0.01
2,48,3,4,0.01
1,55,2,4,0.01
6,247,21,16,0.01
3,165,13,16,0.01
0,150,7,6,0.01
0,21,2,0,0.01
8,297,32,14,0.01
3,237,15,30,0.01
2,52,6,7,0.01
2,56,7,10,0.01
0,7,1,2,0.01
0,32,4,6,0.01
1,222,10,16,0.01
0,126,6,6,0.01
0,26,3,4,0.01
2,54,6,6,0.01
0,67,1,4,0.01
0,154,1,5,0.01
0,400,0,7,0.01
0,400,1,7,0.01
0,400,1,15,0.01
0,400,0,5,0.01
0,400,0,14,0.01
0,400,0,9,0.01
0,400,1,20,0.01
0,400,2,10,0.01
0,400,2,17,0.01
0,400,2,16,0.01
0,332,3,9,0.01
4,400,15,28,0.01
3,400,23,26,0.01
1,400,4,19,0.01
2,70,3,6,0.01
1,180,5,5,0.01
1,77,7,2,0.01
0,62,3,1,0.01
1,278,16,20,0.01
1,180,2,40,0.01
1,73,3,4,0.01
3,275,11,19,0.01
0,229,4,7,0.01
7,341,16,27,0.01
0,122,1,7,0.01
1,93,7,16,0.01
7,400,29,44,0.01
0,400,1,13,0.01
9,400,26,18,0.01
4,221,14,14,0.01
2,400,7,17,0.01
3,300,6,9,0.01
5,395,15,47,0.01
9,400,35,21,0.01
1,400,1,23,0.01
4,342,14,20,0.01
0,25,3,5,0.01
0,18,2,0,0.01
4,315,19,21,0.01
9,392,36,20,0.01
4,148,15,15,0.01
1,113,2,8,0.01
3,54,6,2,0.01
3,220,27,19,0.01
5,222,18,14,0.01
0,66,8,3,0.01
7,400,34,23,0.01
0,26,2,7,0.01
2,201,18,14,0.01
0,23,3,4,0.01
1,58,7,6,0.01
5,156,14,8,0.01
1,64,3,4,0.01
2,400,10,13,0.01
1,40,2,2,0.01
1,400,3,114,0.01
0,18,2,3,0.01
2,85,6,7,0.01
0,45,1,5,0.01
0,97,7,8,0.01
0,69,4,1,0.01
0,72,3,5,0.01
0,400,0,10,0.01
6,284,25,19,0.01
5,158,18,14,0.01
3,261,22,18,0.01
2,122,12,13,0.01
3,118,13,9,0.01
0,13,2,4,0.01
1,156,7,9,0.01
0,60,3,4,0.01
2,150,6,8,0.01
0,11,1,0,0.01
2,166,10,10,0.01
3,151,16,15,0.01
0,43,3,4,0.01
5,400,13,69,0.01
3,158,18,16,0.01
1,49,3,4,0.01
0,223,5,6,0.01
0,19,2,3,0.01
2,390,10,11,0.01
0,33,3,6,0.01
0,14,2,0,0.01
7,242,23,25,0.01
2,54,4,2,0.01
0,57,2,5,0.01
3,123,7,9,0.01
6,400,17,63,0.01
4,400,20,28,0.01
2,102,7,12,0.01
4,343,24,37,0.01
4,301,15,29,0.01
0,400,3,8,0.7
0,12,1,5,0.67
0,5,1,3,0.66
0,8,1,2,0.64
0,31,2,7,0.58
0,8,1,4,0.57
0,34,2,11,0.52
0,10,1,4,0.5
0,11,1,2,0.48
0,12,1,3,0.46
0,70,3,15,0.4
0,34,2,7,0.37
0,74,4,16,0.32
2,178,11,26,0.24
1,86,3,14,0.21
2,82,3,8,0.2
1,75,2,27,0.18
0,5,1,3,0.18
0,118,5,9,0.17
0,26,1,2,0.16
0,99,4,11,0.15
0,9,1,2,0.15
0,46,3,7,0.15
0,69,6,7,0.14
3,205,13,19,0.12
0,26,2,4,0.12
1,40,3,7,0.11
0,23,2,6,0.11
1,170,5,8,0.1
0,52,1,6,0.1
3,343,10,16,0.08
3,400,8,28,0.07
3,116,9,12,0.07
3,400,8,24,0.06
8,400,26,30,0.05
0,400,2,13,0.05
0,43,2,5,0.05
1,108,2,3,0.05
5,400,16,24,0.04
1,307,3,12,0.04
0,140,4,8,0.04
2,400,12,20,0.04
0,400,0,11,0.03
0,43,1,4,0.03
0,180,3,5,0.03
0,87,2,1,0.03
1,46,3,3,0.03
1,78,8,4,0.03
2,128,14,4,0.03
5,201,15,8,0.03
7,230,22,17,0.03
3,234,10,10,0.03
0,199,14,7,0.03
4,86,10,4,0.03
2,64,3,9,0.03
2,49,6,5,0.03
1,127,5,3,0.03
2,325,15,13,0.03
0,7,1,3,0.03
1,129,7,6,0.03
0,104,11,7,0.03
0,287,12,8,0.02
6,400,15,18,0.02
1,89,5,6,0.02
0,67,1,6,0.02
1,143,5,16,0.02
0,28,3,4,0.02
0,27,2,1,0.02
0,209,1,5,0.02
0,35,1,2,0.02
0,342,9,16,0.02
0,114,1,6,0.02
0,75,4,6,0.02
1,98,4,6,0.02
6,368,30,34,0.02
0,51,3,4,0.02
4,400,24,19,0.02
0,93,1,3,0.02
2,278,18,30,0.02
2,48,4,3,0.02
0,46,3,4,0.02
3,143,12,7,0.02
1,67,5,8,0.02
0,13,1,0,0.02
3,202,9,9,0.02
0,82,4,8,0.02
2,75,9,8,0.02
2,224,21,8,0.02
4,214,9,8,0.02
1,110,5,3,0.02
6,173,15,11,0.02
4,178,9,10,0.02
3,275,11,14,0.02
1,131,3,0,0.02
2,57,6,6,0.02
0,29,3,4,0.02
2,71,8,9,0.02
0,43,3,1,0.02
4,181,13,16,0.02
3,141,11,8,0.02
7,286,26,10,0.02
1,85,9,6,0.02
4,216,13,13,0.01
4,113,10,13,0.01
0,90,3,4,0.01
0,68,3,6,0.01
2,110,8,6,0.01
2,400,4,7,0.01
0,314,1,3,0.01
1,400,6,39,0.01
0,400,0,10,0.01
0,400,0,7,0.01
0,236,2,3,0.01
0,400,1,7,0.01
0,400,0,6,0.01
1,400,1,5,0.01
0,400,0,6,0.01
0,400,0,4,0.01
0,211,3,4,0.01
1,179,7,10,0.01
7,400,23,14,0.01
3,291,14,19,0.01
1,55,2,2,0.01
1,37,4,5,0.01
3,400,14,6,0.01
1,94,10,19,0.01
1,27,3,5,0.01
1,98,4,4,0.01
7,296,25,17,0.01
1,65,6,13,0.01
1,245,2,1,0.01
1,199,4,5,0.01
0,12,1,1,0.01
0,341,6,9,0.01
2,356,14,13,0.01
0,400,7,46,0.01
0,130,2,2,0.01
0,321,4,10,0.01
0,13,1,2,0.01
8,298,14,20,0.01
5,400,15,15,0.01
3,296,11,14,0.01
2,144,13,9,0.01
0,62,7,13,0.01
1,28,2,4,0.01
1,121,10,11,0.01
0,66,6,2,0.01
1,65,7,2,0.01
4,132,11,9,0.01
1,98,8,24,0.01
1,91,10,12,0.01
3,143,13,5,0.01
1,33,4,5,0.01
2,164,12,11,0.01
7,241,17,18,0.01
0,117,1,3,0.01
2,117,8,15,0.01
